"Game Area","Source","Criteria","Who","English","ID","Trigger","User Data","Memory","Notes","English Old","French","Italian","German","Spanish","Brasilian","Dutch","Hungarian","Polish","Russian"
"Personality Trait Stories","UnderPressure","Type = Body1;","AnyDriver","Am I going to get fired? All of this pressure is so distracting!","PSG_10008941","","","","","","Je vais me faire virer ? Toute cette pression, c'est distrayant !","Rischio il licenziamento? Tutte queste pressioni sono fonte di distrazione.","Muss ich mir um meinen Job Sorgen machen? So unter Druck zu stehen, ist ganz schön ablenkend!","¿Me vais a despedir? ¡Toda esta presión me distrae!","Se vão me demitir? Essa pressão toda distrai demais!","Word ik ontslagen? Al die druk leidt zo verschrikkelijk af!","Ki leszek rúgva? Ez a rengeteg nyomás nem segít!","Wylecę z pracy? Bo przez tę presję nie mogę się skoncentrować na robocie!","Так мне что, увольняться? Все эти стрессы так напрягают!"
"Personality Trait Stories","DriftRacer","Type = Header;","AnyDriver","Drifting","PSG_10008942","Type = Body0","MailGroup = Drivers","","","","Drift","Derapare","Driften","Derrapes","Drifting","Driften","Driftelő","Poślizgi","Дрифтинг"
"Personality Trait Stories","DriftRacer","Type = Body0;","AnyDriver","Hey boss,","PSG_10008943","Type = Body1","AddLineBreaks = 2;","","","","Bonjour,","Ciao capo,","Hallihallo,","Hola,","Ei, chefe,","Hé baas,","Hé, főnök!","Hej,","Эй, босс,"
"Personality Trait Stories","DriftRacer","Type = Body1;","AnyDriver","I'm hoping you don't mind this, but I, uh… well, how can I put this?","PSG_10008944","Type = Body2","AddLineBreaks = 2;","","","","J'espère que ce n'est pas un problème, mais euh... comment dire ?","Spero che non ti dispiaccia, ma ehm, come dire?","Ich hoffe, Sie haben nichts dagegen, aber, nun ja, wie soll ich’s sagen?","Espero que no te importe esto, pero... a ver cómo te lo explico...","Espero que você não se importe com isto, mas eu, hã... bem, como é que posso dizer?","Ik hoop dat je dit niet erg vindt, maar ik, eh… Hoe zal ik het zeggen?","Remélem, nem bánod, de én, hát… szóval, hogy is mondjam el?","Mam nadzieję, że ci to nie przeszkadza, ale... no... jak to ująć?","Надеюсь, вы не против, но я… уф, как же это?.."
"Personality Trait Stories","DriftRacer","Type = Body2;","AnyDriver","I've been invited to compete in this underground racing syndicate in Japan. There may be a bit of drifting involved. I'm insured for that, right?","PSG_10008945","","","","","","On m'a demandé de participer à cette compétition alternative au Japon. Je pense qu'il va y avoir du drift. L'assurance couvre ça, non ?","Ho ricevuto l'invito per una competizione clandestina in Giappone. Ci sarà da derapare parecchio. L'assicurazione copre tutto, vero?","Ich wurde eingeladen, bei einer Streetracing-Meisterschaft in Japan mitzumachen. Da wird gerne viel gedriftet. Dafür bin ich versichert, oder?","Me han invitado a competir en este sindicato de carreras clandestinas en Japón. Puede que haya pruebas de derrape y eso. Estas cosas me las cubre el seguro, ¿no?","Recebi um convite para competir num sindicato clandestino de corrida no Japão. Pode ser que tenha um pouco de drifting. Meu seguro cobre isso, certo?","Ik ben uitgenodigd om te rijden tegen een ondergronds race-syndicaat in Japan. Er wordt misschien een beetje gedrift. Daar ben ik toch voor verzekerd?","Meghívott egy szindikátus egy illegális versenyre Japánba. Lehet, hogy lesz egy kis driftelés is. Erre is érvényes a biztosításom, ugye? ","Zaproszono mnie do udziału w nielegalnych wyścigach w Japonii. Pewnie będzie trzeba zrobić parę poślizgów. Ubezpieczenie to pokrywa, co?","Меня пригласил гоняться этот подпольный синдикат в Японии. Может, без дрифтинга не обойдется. Но у меня же страховка, верно?"
"Personality Trait Stories","DriftChampion","Type = Header;","AnyDriver","Woohoo!","PSG_10008946","Type = Body0","MailGroup = Drivers","","","","Waouh !","Woohoo!","Jippiiieee!","¡Toma!","Viva!","Woehoe!","Juhúú!","Hurra!","Э-гей!"
"Personality Trait Stories","DriftChampion","Type = Body0;","AnyDriver","So, you know that drift racing tournament I joined a while back? Guess what? I won it! ","PSG_10008947","Type = Body1","AddLineBreaks = 2;","","","","Vous savez, cette compétition de drift à laquelle j'ai participé il y a quelques temps ? Eh bien... j'ai gagné ! ","Allora, ti ricordi quel torneo di gare di derapate a cui ho partecipato tempo fa? Indovina un po'! Ho vinto! ","Erinnern Sie sich noch an das Driftturnier, in das ich vor einer Weile eingestiegen bin? Raten Sie mal... Ich hab gewonnen!","¿Recuerdas el torneo de derrapes que disputé hace un tiempo? Adivina. ¡Lo gané! ","Então, sabe aquele torneio de drift de que eu participei um tempo atrás? Adivinha só... eu venci! ","Ken je dat driftrace-toernooi waaraan ik laatst meedeed? Drie keer raden! Ik heb gewonnen! ","Szóval, ugye tudod, hogy nemrégiben beszálltam a drift versenysorozatba? És kitalálod, mi történt? Megnyertem!","Ej, pamiętasz ten turniej wyścigów z poślizgami, na który mnie zaproszono? No, udało mi się wygrać! ","Помнишь, меня подписали на тот турнир по дрифту? Так вот, победа за мной!"
"Personality Trait Stories","DriftChampion","Type = Body1;","AnyDriver","This kind of stuff never makes it into the papers… it's off-grid… but I am proud to announce that I am officially the driftiest drifter!","PSG_10008948","Type = Body2","AddLineBreaks = 2;","","","","Ce genre d'épreuve n'est jamais médiatisé... mais c'est avec fierté que je peux dire que je l'ai remportée !","Queste notizie non vengono mai pubblicate sui giornali... ma con molto orgoglio ti annuncio che faccio le migliori derapate del mondo!","So etwas kommt nie in die Zeitung, das ist alles inoffiziell ... aber ich kann mit Stolz sagen, dass ich der verquerteste Quertreiber bin!","Este tipo de cosas nunca llega a los periódicos... como son clandestinas y eso... Total, que me complace anunciar que es oficial: ¡derrapo como nadie en este mundo!","Esse tipo de coisa nunca chega aos jornais... é algo clandestino... mas me orgulho em anunciar oficialmente que não há ninguém melhor em drifting do que eu!","Dit soort dingen komen nooit in de krant… Het speelt zich buiten het circuit af… Maar ik kan met trots zeggen dat ik de driftigste drifter ben!","Az efféle dolgok persze sosem kerülnek bele a lapokba… mivel nem legális… de örömmel közlöm, hogy hivatalosan is én vagyok a legjobban driftelő driftelő!","Raczej nie poczytasz o tym w gazetach... w końcu to nielegalne wyścigi... ale z dumą ogłaszam, że robię najbardziej śliskie poślizgi!","Ну, это ведь все не так чтоб особо легально… но с гордостью могу заявить, что я официально наидрифтовейший дрифтер!"
"Personality Trait Stories","DriftChampion","Type = Body2;","AnyDriver","The amount I've learnt about car control and grip with those guys is off the chart. I can feel the knowledge coursing through my fingertips!","PSG_10008949","","","","","","Tout ce que j'ai appris en matière de contrôle de la voiture avec ces gars, c'est inimaginable. Je sens le talent me brûler les doigts !","Tutto quello che ho imparato sul controllo dell'auto e l'aderenza è inestimabile. Ho conoscenze da vendere!","Ich habe bei der Gelegenheit unheimlich viel über Fahrzeugkontrolle und Bodenhaftung gelernt. Ich fühle mich, als ob mein Hirn mit all dem Wissen anschwillt!","Lo que he aprendido sobre el control del coche y el agarre con esa gente es brutal. ¡Siento todo ese conocimiento recorriéndome las venazas!","Não há como dimensionar o que aprendi sobre controle do carro e aderência com aqueles caras. Posso sentir o conhecimento fluindo pelas pontas dos meus dedos!","Je kunt je niet voorstellen hoeveel die gasten me hebben geleerd over controle en grip. Ik voel de kennis door mijn vingertoppen stromen!","Annyit tanultam az autóvezetésről és a tapadásról ezektől a srácoktól, hogy az valami félelmetes. Szinte érzem, ahogy a tudás ott zubog az ujjaimban!","Aż nie mogę uwierzyć, ile udało mi się tam nauczyć o przyczepności i sterowności. Wiedza aż tętni mi w żyłach!","То, чему эти парни научили меня в плане контроля над машиной, просто не описать. Эта наука у меня теперь в кончиках пальцев! "
"Personality Trait Stories","RacingStockCars","Type = Header;","AnyDriver","Invite to a stock car race","PSG_10008985","Type = Body0","MailGroup = Drivers","","","","Invitation à une course de stock-cars","Invito a una gara di stock car","Zu Stockcar-Rennen eingeladen","Invitación a una carrera con turismos","Convite para uma corrida de stock car","Uitnodiging voor een stockcar-race","Meghívás roncsderbire","Zaproszenie na wyścigi samochodów seryjnych","Приглашение в гонку на серийных машинах"
"Personality Trait Stories","RacingStockCars","Type = Body0;","AnyDriver","Hey,","PSG_10008986","Type = Body1","AddLineBreaks = 2;","","","","Hé,","Ehi,","Hey,","Hola,","Ei,","Hé,","Hé, ","Hej!","Эй, "
"Personality Trait Stories","RacingStockCars","Type = Body1;","AnyDriver","So I got an invite to compete in a Stock Car race, over in the States.","PSG_10008987","Type = Body2","AddLineBreaks = 2;","","","","Il se trouve que j'ai été invité à une compétition de stock-cars aux États-Unis.","Ho ricevuto un invito per competere in una gara di stock car, negli Stati Uniti.","Ich wurde eingeladen, in den Staaten an einem Stockcar-Rennen teilzunehmen.","Me han invitado a una carrera de turismos en los Estados Unidos.","Recebi um convite para competir em uma corrida de stock car nos Estados Unidos.","Ik heb een uitnodiging gekregen om mee te doen aan een stockcar-race in de Verenigde Staten.","Meghívást kaptam egy Roncsderbire az Államokban.","Zaproszono mnie na wyścigi samochodów seryjnych w Stanach Zjednoczonych.","Вот, позвали меня в Штаты, в гонку на серийных авто. "
"Personality Trait Stories","RacingStockCars","Type = Body2;","AnyDriver","It should be a good laugh! That's some real rough and ready racing, so my racecraft should improve a fair bit…","PSG_10008988","","","","","","Ça devrait être amusant ! C'est une course difficile, donc mes compétences ne peuvent que s'améliorer...","Ci sarà da ridere! Corse difficili, ma le mie abilità miglioreranno parecchio...","Das sollte ziemlich spaßig werden! Da geht es ziemlich derb zu, ich sollte also in Sachen Fahren einiges dazu lernen ...","¡Es para echarse unas risas! Aunque, no se andan con chiquitas, así que igual hasta aprendo a conducir con más picardía.","Vai ser divertido! É um tipo de corrida sem muita preparação, e deve melhorar consideravelmente a minha pilotagem...","Dat wordt ongetwijfeld lachen! Er wordt daar redelijk ruig gereden, dus mijn rijtechniek zou redelijk vooruit moeten gaan…","Biztos jó móka lesz! Igazán komoly és durva verseny, így csak fejlődik majd valamit a versenyzői tudásom is…","Brzmi jak niezła rozrywka! To bardzo surowe samochody, więc może uda mi się też rozwinąć moje umiejętności...","Это должно быть прикольно! Такие гонки - предельно жестокая штука, так что мои гоночные навыки от этого сильно улучшатся… "
"Personality Trait Stories","StockCarChampion","Type = Header;","MediaPerson","{Subject:LastName} wins Stock Car championship!","PSG_10008989","Type = Body0","MailGroup = Media","","","","{Subject:LastName} remporte le championnat de stock-car !","{Subject:LastName} vince il campionato di stock car!","{Subject:LastName} gewinnt Stockcar-Meisterschaft!","¡{Subject:LastName} vence el campeonato de turismos!","{Subject:LastName} vence o campeonato de stock car!","{Subject:LastName} wint stockcar-kampioenschap!","{Subject:LastName} nyeri a Roncsderbi bajnokságot!","{Subject:LastName} wygrywa mistrzostwa samochodów seryjnych!","{Subject:LastName} выигрывает гонку на серийных машинах!"
